Sum: 100	IndexTermUnit: 8000000
1	0.000100136
1	0.00010705
1	0.013027
1	0.013669
2	0.000144005
2	0.0245471
Sum: 100	IndexTermUnit: 8000000
1	0.000100136
1	0.000119925
1	0.0126071
1	0.013906
2	0.000155926
2	0.023988
Sum: 100	IndexTermUnit: 8000000
1	0.000137806
1	0.000123978
1	0.0149422
1	0.014302
2	0.000164986
2	0.028095
Sum: 100	IndexTermUnit: 8000000
1	0.000128984
1	0.000111103
1	0.0136819
1	0.0160959
2	0.000172138
2	0.0291572
